featureid	Description	Intercept	up_in_il
k99_8232305_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P3201T	0.765500796	-0.66068445
G000155435	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__;g__;s__Clostridiales bacterium 1_7_47FAA	2.418822897	-0.662213368
k99_4291626_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:1124	0.244340193	-0.662486715
k99_5258359_1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Morganellaceae; g__Morganella; s__Morganella morganii	0.358768237	-0.663416548
P12882	Human	0.026007903	-0.663458629
G000373745	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Alcaligenaceae;g__Oligella;s__Oligella ureolytica	-3.163513172	-0.663491351
G000159015	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces coleocanis	-2.529272544	-0.663511677
k99_3289001_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Lachnoclostridium; s__[Clostridium] clostridioforme	1.017479432	-0.663911743
G000787735	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Leuconostocaceae;g__Leuconostoc;s__Leuconostoc mesenteroides	-4.407321918	-0.663970752
k99_7094013_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.670510781	-0.665848656
k99_2502672_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.211100829	-0.66591428
k99_8384058_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	-0.06669091	-0.667433185
G000022885	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Hafniaceae;g__Edwardsiella;s__Edwardsiella ictaluri	-1.957677352	-0.667723937
G001902575	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__Streptobacillus notomytis	-2.431494701	-0.668066366
G000010185	k__Bacteria;p__Firmicutes;c__Tissierellia;o__Tissierellales;f__Peptoniphilaceae;g__Finegoldia;s__Finegoldia magna	-2.530569065	-0.668645902
k99_10080748_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.585286629	-0.668831034
k99_5025974_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides thetaiotaomicron	0.716225159	-0.669394417
G001484935	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter johnsonii	-2.150478828	-0.669900818
G001652405	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Bibersteinia;s__Bibersteinia trehalosi	-4.824764717	-0.669938845
k99_158239_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.295667899	-0.670811577
k99_2101504_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.476486933	-0.670952184
k99_76066_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.320753586	-0.671805246
k99_9236334_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__; f__; g__; s__Clostridia bacterium UC5.1-1D4	0.704601061	-0.672389252
k99_10381415_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:237	0.3801489	-0.673514588
MTB_feature_449	"Dihydroxy bile acids, alcohols and derivatives"	3.745998067	-0.675323708
G000168735	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Candidatus Endoriftia;s__Candidatus Endoriftia persephone	-3.059938896	-0.676718457
ASV_Feature_1178	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__alactolyticus	4.077100825	-0.677074177
G000380105	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Streptococcaceae;g__Streptococcus;s__Streptococcus orisratti	-1.593628871	-0.677199585
G000154505	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] scindens	2.985450757	-0.677341444
k99_8612551_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__uncultured Ruminococcus sp.	0.185226452	-0.680298788
k99_8122895_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.100112689	-0.680356486
k99_154338_1	unknown	0.427776587	-0.68049298
G001596135	k__Bacteria;p__Bacteroidetes;c__Sphingobacteriia;o__Sphingobacteriales;f__Sphingobacteriaceae;g__Mucilaginibacter;s__Mucilaginibacter sp. PAMC 26640	-3.407013404	-0.680868728
k99_6472022_3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides sp. Phil13	0.762849581	-0.681676967
k99_2257671_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. JC304	0.274436009	-0.68239413
G000466245	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinomyces;s__Actinomyces johnsonii	-1.973423946	-0.683944566
k99_1616236_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__[Ruminococcus] gnavus	0.464582932	-0.68526612
G000183585	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium sp. HGF2	0.98241235	-0.685268504
MTB_feature_1439	unclassified	0.129496348	-0.685880048
k99_10191684_4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:1058	0.283981097	-0.686708672
k99_1682520_1	k__Bacteria; p__Verrucomicrobia; c__Verrucomicrobiae; o__Verrucomicrobiales; f__Akkermansiaceae; g__Akkermansia; s__Akkermansia sp. CAG:344	0.92761327	-0.687433464
G001642915	k__Bacteria;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Roseimaritima;s__Roseimaritima ulvae	-3.249594676	-0.687529785
G000159435	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus vaginalis	-1.145825851	-0.688147886
k99_9134127_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.132031214	-0.688316448
k99_7888937_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.547635567	-0.688927157
k99_8924300_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.309984458	-0.689053995
k99_519980_3	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides intestinalis	0.397161734	-0.689393742
MTB_feature_1127	#N/A	1.66210748	-0.68944083
k99_8339626_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Dorea; s__Dorea sp. CAG:317	0.43266989	-0.689881785
k99_5491596_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	-0.383466709	-0.691054685
G000248015	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Atlantibacter;s__Atlantibacter hermannii	0.270837081	-0.691506488
G000309605	k__Bacteria;p__Firmicutes;c__Bacilli;o__Lactobacillales;f__Lactobacillaceae;g__Lactobacillus;s__Lactobacillus casei	-3.883150566	-0.692024214
G001559795	k__Bacteria;p__Fusobacteria;c__Fusobacteriia;o__Fusobacteriales;f__Leptotrichiaceae;g__Streptobacillus;s__Streptobacillus hongkongensis	-1.665575969	-0.693756206
k99_3879747_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	0.24659611	-0.694659932
MTB_feature_1725	"Bile acids, alcohols and derivatives"	2.014573705	-0.695651276
G000437535	k__Bacteria;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales;f__Prevotellaceae;g__Prevotella;s__Prevotella stercorea CAG:629	-1.554007041	-0.696033342
G000233455	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Lachnoclostridium;s__[Clostridium] citroniae	2.159707201	-0.69648741
k99_4481325_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.821619284	-0.697696192
G001813205	k__Bacteria;p__Actinobacteria;c__Coriobacteriia;o__Coriobacteriales;f__Atopobiaceae;g__Atopobium;s__Atopobium sp. HMSC064B08	-4.387958515	-0.697875721
k99_797919_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.679366839	-0.699292405
G001439625	k__Bacteria;p__Firmicutes;c__Bacilli;o__Bacillales;f__Bacillaceae;g__Bacillus;s__Bacillus sp. FJAT-25496	-2.968905914	-0.700197441
k99_3285201_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__; g__; s__Bacteroidales bacterium H2	0.746476901	-0.700398667
k99_4960036_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.424564374	-0.700750334
A0A087WWU8	Human	0.005845082	-0.701622588
k99_2757189_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides vulgatus	0.488348734	-0.705428226
G001921215	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Pseudonocardiales;f__Pseudonocardiaceae;g__Actinophytocola;s__Actinophytocola xinjiangensis	-2.932655799	-0.708316429
k99_7640475_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides ovatus	0.624395859	-0.709072215
k99_3181621_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.209115279	-0.709276183
G001714585	k__Bacteria;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales;f__Chlamydiaceae;g__Chlamydia;s__Chlamydia psittaci	-1.97303437	-0.709401948
k99_3981447_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	0.641762269	-0.709779007
MTB_feature_504	Lineolic acids and derivatives	1.740527523	-0.710978849
k99_1144263_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.645275843	-0.71102689
k99_6630892_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.34156419	-0.711766465
k99_2555383_3	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Ruminococcaceae; g__Ruminococcus; s__Ruminococcus sp. Marseille-P3213	0.482520115	-0.711879833
k99_784061_4	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Prevotellaceae; g__Prevotella; s__Prevotella sp. CAG:255	0.972758782	-0.712679489
k99_8901461_7	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__uncultured Bacteroides sp.	0.883706582	-0.712950094
k99_1014674_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	-0.225759494	-0.713346584
k99_2979484_1	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter amalonaticus	0.28530432	-0.714285476
k99_1378307_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides dorei	0.602144492	-0.715037091
G000262245	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pasteurellales;f__Pasteurellaceae;g__Pasteurella;s__Pasteurella bettyae	-3.356802452	-0.715309007
G000008865	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Escherichia;s__Escherichia coli	5.797433627	-0.715630872
G000427565	k__Bacteria;p__Firmicutes;c__Clostridia;o__Thermoanaerobacterales;f__Thermoanaerobacteraceae;g__Carboxydothermus;s__Carboxydothermus ferrireducens	-2.909152973	-0.716886623
G000433295	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Coprococcus;s__Coprococcus eutactus CAG:665	-1.772468555	-0.716992481
G000208405	k__Bacteria;p__Firmicutes;c__Negativicutes;o__Selenomonadales;f__Selenomonadaceae;g__Selenomonas;s__Selenomonas sputigena	-4.041495788	-0.71717201
G000855665	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Xanthomonadales;f__Xanthomonadaceae;g__Lysobacter;s__Lysobacter sp. A03	-2.5963745	-0.718336804
k99_8495629_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Intestinibacter; s__Intestinibacter bartlettii	0.243333352	-0.718382461
G000179315	k__Bacteria;p__Proteobacteria;c__Deltaproteobacteria;o__;f__;g__;s__delta proteobacterium NaphS2	-3.63369416	-0.718645317
k99_5548525_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__uncultured Blautia sp.	-0.478648651	-0.719370825
G000772105	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Vibrionales;f__Vibrionaceae;g__Vibrio;s__Vibrio tubiashii	-3.581771839	-0.719742043
G001183565	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinomycetales;f__Actinomycetaceae;g__Actinobaculum;s__Actinobaculum suis	-3.690977085	-0.721885545
A0A0S2Z4G6	Human	0.372359765	-0.722211463
MTB_feature_444	unclassified	3.816334319	-0.722442372
k99_2429601_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.954314005	-0.722598893
k99_1502026_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides coprocola CAG:162	0.523568404	-0.723521097
G000763095	k__Bacteria;p__Actinobacteria;c__Actinobacteria;o__Actinopolysporales;f__Actinopolysporaceae;g__Actinopolyspora;s__Actinopolyspora erythraea	-2.906262386	-0.724879486
k99_4339102_1	k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Bifidobacteriales; f__Bifidobacteriaceae; g__Bifidobacterium; s__Bifidobacterium angulatum	-0.401989925	-0.727100117
MTB_feature_575	"Bile acids, alcohols and derivatives"	2.027318013	-0.727218969
G900142955	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Lachnospiraceae;g__Anaerosporobacter;s__Anaerosporobacter mobilis	-1.491497981	-0.727847679
k99_4658917_9	k__Bacteria; p__Firmicutes; c__; o__; f__; g__; s__Firmicutes bacterium CAG:114	0.482620728	-0.7285379
ASV_Feature_96	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides	3.44887801	-0.729014618
G000833105	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium beijerinckii	-4.9098544	-0.73035608
ASV_Feature_564	k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Streptococcaceae; g__Streptococcus; s__infantis	-0.926207054	-0.73205076
k99_5137081_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides plebeius	1.302274954	-0.732331974
G000154345	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Ruminococcaceae;g__Ruminiclostridium;s__[Clostridium] leptum	2.687515748	-0.732485039
ASV_Feature_18	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Coprococcus; s__	3.904878837	-0.73253165
k99_882408_9	k__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Enterobacterales; f__Enterobacteriaceae; g__Citrobacter; s__Citrobacter amalonaticus	0.252607358	-0.737976177
G000803625	k__Bacteria;p__Candidatus Saccharibacteria;c__;o__;f__;g__;s__Candidatus Saccharibacteria oral taxon TM7x	-3.487260806	-0.738691075
k99_3819403_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia obeum	0.335955393	-0.740486843
k99_635999_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__; g__Flavonifractor; s__Flavonifractor plautii	0.600968134	-0.740743382
k99_2646986_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. CAG:43	0.173332226	-0.741436822
k99_1862869_2	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides massiliensis	0.690219414	-0.74155627
A0A0A0MTS7	Human	0.285499346	-0.745992405
MTB_feature_431	unclassified	3.118582171	-0.746085269
G000174755	k__Bacteria;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Capnocytophaga;s__Capnocytophaga gingivalis	-2.045678604	-0.748193962
k99_10117924_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.237530005	-0.74840842
k99_6420800_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Clostridiaceae; g__Clostridium; s__Clostridium sp. 1_1_41A1FAA	0.18714453	-0.74848233
G000167195	k__Bacteria;p__Cyanobacteria;c__;o__Chroococcales;f__Aphanothecaceae;g__Crocosphaera;s__Crocosphaera watsonii	-1.699217308	-0.749682171
G000012005	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Enterobacteriaceae;g__Shigella;s__Shigella dysenteriae	5.505209339	-0.750228627
k99_4486032_2	k__Bacteria; p__Proteobacteria; c__Deltaproteobacteria; o__Desulfovibrionales; f__Desulfovibrionaceae; g__Bilophila; s__Bilophila wadsworthia	0.064383996	-0.750274165
k99_2170438_2	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. CAG:257	0.462416184	-0.750362975
k99_9333530_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Porphyromonadaceae; g__Parabacteroides; s__Parabacteroides merdae	1.00749327	-0.751597507
k99_335133_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__Bacteroidales; f__Bacteroidaceae; g__Bacteroides; s__Bacteroides sp. CAG:98	0.728859913	-0.752130611
G000368925	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter bereziniae	-2.864683616	-0.752597792
MTB_feature_1413	#N/A	1.750188482	-0.752631528
G000473995	k__Bacteria;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae;g__Clostridium;s__Clostridium saccharobutylicum	-5.218501556	-0.753045781
k99_1713946_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Roseburia; s__Roseburia faecis	0.115759146	-0.754020436
MTB_feature_633	unclassified	0.043898356	-0.754348023
G001713665	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter;s__Acinetobacter pittii	-3.806554782	-0.754774434
G900120365	k__Bacteria;p__Firmicutes;c__Erysipelotrichia;o__Erysipelotrichales;f__Erysipelotrichaceae;g__Massiliomicrobiota;s__Massiliomicrobiota timonensis	-3.503754127	-0.75671242
k99_124660_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia schinkii	0.48361398	-0.757154329
G000022305	k__Bacteria;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales;f__Comamonadaceae;g__Acidovorax;s__Acidovorax ebreus	-1.510329235	-0.758527739
k99_3434894_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Anaerostipes; s__Anaerostipes hadrus	0.133549225	-0.76022361
k99_183645_6	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia sp. Marseille-P3201T	0.719348681	-0.761141879
k99_114798_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Lachnospiraceae; g__Blautia; s__Blautia wexlerae	0.231387866	-0.76202522
k99_3695552_1	k__Bacteria; p__Bacteroidetes; c__Bacteroidia; o__; f__; g__; s__Bacteroidia bacterium UC5.1-2G11	1.111035836	-0.762338025
k99_2919725_1	k__Bacteria; p__Firmicutes; c__Clostridia; o__Clostridiales; f__Peptostreptococcaceae; g__Clostridioides; s__Clostridioides difficile	0.112141144	-0.762338502
G000323565	k__Bacteria;p__Proteobacteria;c__Gammaproteobacteria;o__Enterobacterales;f__Yersiniaceae;g__Yersinia;s__Yersinia pestis	-4.186305511	-0.762343151
